gameweek_x,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek_y,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
23,Sun,2021-02-28,15:30 ,Mainz 05,0.9,0–1,1.1,Augsburg,,Opel Arena,Daniel Schlager,Bundesliga,23,Bo Svensson,Mainz 05,3-4-1-2,Robin Zentner,de GER,26-123,90,3,1,2,66.7,0.7,3,5,60.0,27,7,18.5,26.3,4,0.0,25.8,8,0,0.0,2,18.0
23,Sun,2021-02-28,15:30 ,Mainz 05,0.9,0–1,1.1,Augsburg,,Opel Arena,Daniel Schlager,Bundesliga,23,Heiko Herrlich,Augsburg,4-2-3-1,Rafał Gikiewicz,pl POL,33-125,90,6,0,6,100.0,1.4,9,27,33.3,31,8,58.1,43.0,11,81.8,58.1,31,4,12.9,0,6.8
23,Sun,2021-02-28,18:00 ,Leverkusen,1.3,1–2,1.3,Freiburg,,BayArena,Felix Zwayer,Bundesliga,23,Peter Bosz,Leverkusen,4-3-3,Lennart Grill,de GER,22-034,90,3,2,1,33.3,2.2,3,7,42.9,42,7,16.7,24.4,3,0.0,21.0,12,0,0.0,2,20.0
23,Sun,2021-02-28,18:00 ,Leverkusen,1.3,1–2,1.3,Freiburg,,BayArena,Felix Zwayer,Bundesliga,23,Christian Streich,Freiburg,4-2-2-2,Florian Müller,de GER,23-107,90,5,1,4,80.0,0.5,7,27,25.9,31,3,29.0,30.2,18,100.0,65.0,21,2,9.5,2,17.3
24,Fri,2021-03-05,20:30 ,Schalke 04,0.2,0–0,0.9,Mainz 05,,Veltins-Arena,Felix Brych,Bundesliga,24,Dimitrios Grammozis,Schalke 04,3-4-1-2,Frederik Rønnow,dk DEN,28-213,90,2,0,2,100.0,0.2,4,19,21.1,33,8,27.3,30.0,16,62.5,43.3,24,2,8.3,2,13.8
24,Fri,2021-03-05,20:30 ,Schalke 04,0.2,0–0,0.9,Mainz 05,,Veltins-Arena,Felix Brych,Bundesliga,24,Bo Svensson,Mainz 05,3-5-2,Robin Zentner,de GER,26-128,90,2,0,2,100.0,0.3,6,11,54.5,30,1,36.7,34.9,2,0.0,13.5,5,1,20.0,0,7.0
24,Sat,2021-03-06,15:30 ,M'Gladbach,0.5,0–1,1.4,Leverkusen,,Stadion im Borussia-Park,Daniel Siebert,Bundesliga,24,Marco Rose,M'Gladbach,4-2-3-1,Yann Sommer,ch SUI,32-079,90,5,1,4,80.0,1.6,3,3,100.0,21,4,4.8,19.2,3,66.7,52.7,15,2,13.3,1,10.3
24,Sat,2021-03-06,15:30 ,M'Gladbach,0.5,0–1,1.4,Leverkusen,,Stadion im Borussia-Park,Daniel Siebert,Bundesliga,24,Peter Bosz,Leverkusen,4-3-3,Lennart Grill,de GER,22-040,90,3,0,3,100.0,0.2,3,13,23.1,47,8,23.4,27.7,9,22.2,25.3,14,1,7.1,1,16.5
24,Sat,2021-03-06,15:30 ,Eint Frankfurt,1.5,1–1,0.5,Stuttgart,,Deutsche Bank Park,Robert Schröder,Bundesliga,24,Adi Hütter,Eint Frankfurt,3-4-1-2,Kevin Trapp,de GER,30-241,90,1,1,0,0.0,0.1,3,13,23.1,31,4,38.7,33.9,8,12.5,23.1,13,0,0.0,1,14.8
24,Sat,2021-03-06,15:30 ,Eint Frankfurt,1.5,1–1,0.5,Stuttgart,,Deutsche Bank Park,Robert Schröder,Bundesliga,24,Pellegrino Matarazzo,Stuttgart,3-4-3,Gregor Kobel,ch SUI,23-090,90,7,1,6,85.7,1.9,3,8,37.5,25,9,28.0,31.2,5,20.0,24.2,30,1,3.3,2,16.0
24,Sat,2021-03-06,15:30 ,Hertha BSC,2.5,2–1,0.7,Augsburg,,Olympiastadion Berlin,Florian Badstübner,Bundesliga,24,Pál Dárdai,Hertha BSC,3-1-4-2,Rune Jarstein,no NOR,36-158,90,4,1,3,75.0,0.2,6,8,75.0,21,4,38.1,36.0,6,0.0,23.0,10,1,10.0,0,8.0
24,Sat,2021-03-06,15:30 ,Hertha BSC,2.5,2–1,0.7,Augsburg,,Olympiastadion Berlin,Florian Badstübner,Bundesliga,24,Heiko Herrlich,Augsburg,4-2-3-1,Rafał Gikiewicz,pl POL,33-131,90,7,2,5,85.7,2.3,7,19,36.8,21,8,52.4,39.9,10,80.0,57.4,25,1,4.0,0,11.5
